Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,City,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Sector,Date_Scraped,Job_URL,Job_ID,ISCO_Source,ISCO_Reclassified,Employer_Type_Raw,Employer_ISIC_4,Employer_Category_Confidence_Level,Employer_ISIC_2
"Senior Project Manager *in Product Development, Berlin",Administrative & Commercial Managers (ISCO 12),1221.0,122.0,12.0,Sales and marketing managers,Berlin,Berlin,STUR GmbH,Manufacture of electrical equipment,2026-06-13 00:00:00,Full-time,,"• Project management: You are responsible for the development of new products and the further development of existing products in the field of high-quality design cookware as well as the associated accompanying materials (instructors, packaging etc.). You are responsible for the projects from the product idea to the market launch.
• Coordination: You control internal stakeholders and external service providers (from industrial design to purchasing and supply chain to quality assurance and marketing).
• Planning and controlling: You create and monitor project plans, timings and budgets and you do appropriate reports.
• Quality management: You are responsible for ensuring functionality, design and quality standards.
• Internal communication: You communicate project interims and results within the team so that all participants are up to date.
• Continuous improvement: Together with the team, you question and optimize our product development processes.","• You have completed your studies in business administration, engineering (mechanical engineering, industrial engineering, etc.) or a comparable qualification.
• You have several years of experience in the product development of consumer goods, ideally Cookware or household appliances, and bring a strong sensitivity to product design, quality standards and manufacturing details.
• You bring your strong experience in the management of external manufacturing service providers. In addition, you have a good understanding of manufacturing processes and various product materials. Training and certifications, such as IPMA, PMI, Prince2, Six Sigma or the like, are of benefit.
• You communicate proactively, are detailed and ensure sustainable implementation on the supplier side and with internal stakeholders.
• You are confident and solution-oriented about critical conversations.
• You are familiar with the handling of relevant software tools (e.g. Google Workspace, project management tools, etc.).
• Your German is fluent in word and writing, your English is conversative.
• You enjoy cooking, high-quality cookware and design-oriented consumer products.","• Enough time-out: 30 days of holiday.
• Self-determination: flexible working hours and home office. We wish you a weekly meeting in our Berlin office for this position.
• Best hardware: Apple MacBook + accessories.
• Training budget: € 1,500 per year, freely selectable.
• Sports: Highly reduced membership at Urban Sports Club.
• Public transport ticket: Free and unlimited public transport through Berlin and Germany.
• Employee discounts: Corporate benefits at 1,500+ participating companies.
• Coworking Office: We work in an open atmosphere with other startups - there is daily exchange with like-minded people and regularly delicious (vegan) food.
• Co-design possibilities: We want to have your ideas!
• Culinary team events: We love cooking and good food, constantly exchange ideas with young and creative restaurants in Berlin and also like to visit them at team events.",Remote,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Senior-Projektmanager-in-Produktentwicklung-Berlin-STUR-GmbH--14149255-inline.html,Job-11,Gemini,Yes,Direct Employer,2750,Medium,27
"Seller bakery branch (m/w/d), Berlin",Sales Workers (ISCO 52),5246.0,524.0,52.0,Food service counter attendants,Berlin,Berlin,Schäfers Brot,"Retail trade, except of motor vehicles and motorcycles",2026-06-13 00:00:00,Part-time,,"• You take over the cashing and billing at our cash registers.
• You are responsible for an appealing product presentation.
• Baking the dough pieces and finishing the goods are also part of your tasks.
• You work according to the quality requirements and other statutory requirements.","• You enjoy dealing with customers, are flexible, reliable and like to work in a team.
• Ideally, you will bring your sales experience at a service counter or in the catering industry and have knowledge of goods.
• They are trained in the bakery or retail trade (e.g. specialist salesperson or specialist salesperson in the food trade) - also a ""cross-entry"" is possible.","• You benefit from a performance-friendly remuneration and special tariff payments as well as a wide range of social benefits
• As a successful and constantly growing company, we offer secure jobs
• A competent and powerful team with a shared love of food awaits you
• You will be offered excellent development opportunities at the number one in the German food retail trade
• We support the health of our employees by providing financial support for certified health courses",On-site,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Verkaeuferin-Baeckereifiliale-m-w-d-Berlin-Schaefers-Brot--13956562-inline.html,Job-12,Rule_title,Yes,Recruitment Agency,4721,High,47
"Medical pedagogical specialist for family analogue living group (m/w/d), Berlin",Legal Social & Cultural Professionals (ISCO 26),2635.0,263.0,26.0,Social work and counselling professionals,Berlin,Berlin,Kinder- und Jugendhilfeverbund / KJSH-Stiftung Berlin-Brandenburg,Residential care activities,2026-06-13 00:00:00,Part-time,,- Individual support for children and implementation of educational measures in the group everyday life - care of the living group in the event of leave or absence of the indwelling educator. - planning and implementation of leisure activities and promotion of social skills.,Your qualification:Your qualification:- Completed education or studies as a curative teacher. - Experience in working with children (practicals also count).,"Location: Berlin Reinickendorf- Remuneration - AVB KJSH (from 3389€ full-time) plus surcharges weekend, night and holiday services and allowance yes according to qualification. - 30 days of holiday - 24.12 and 31.12 count as weekend days. - Voluntary special payment. - Pension provision - VBLU. - Subsidies - for video work glasses, Urban Sports Club and Germanyticket. - Training, Further training and supervision - e.g. in the sexual pedagogical field and tailored to your needs. - Professional support - reliable present management and mentoring. - Service bike - (leasing base) as e-, cargo or city bike, also privately usable. - Discounts - via corporate benefits and FutureBens for services and online shops.Then we look forward to seeing you to meet! A job is possible from the earliest possible time in full or part-time (at least 20 hours per week). Contact person: S. Koch-Dames (Pedagogy Director) Diversity enriches our team - we expressly welcome applications from people with different perspectives, experiences and backgrounds.",On-site,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Heilpaedagogische-Fachkraft-fuer-familienanaloge-Wohngruppe-m-w-d-Berlin-Kinder-und-Jugendhilfeverbund-KJSH-Stiftung-Berlin-Brandenburg--14012955-inline.html,Job-13,Gemini,Yes,Direct Employer,8790,High,87
"Delivery driver with fleet experience, Kreuzberg",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",,Kreuzberg,Markthalle Neun GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-13 00:00:00,Part-time,,"• Delivery and collection of temperature controlled goods
• Cleaning and maintenance of the fleet
• competent and friendly delivery of our customers
• Loading and unloading of temperature-controlled goods","• You have a driving licence class B up to 3.5t and experience/enthusiasm for driving and handling the transporter
• Passion and understanding for artisanal and ecological food
• Enjoy direct contact with customers, producers and producers
• Experience in business processes
• independent and self-responsible work
• You are reliable, team-oriented, ambitious, responsible
• for contact with our customers you bring with you good knowledge of the German and English language","• attractive hourly wage
• Future-oriented, growing company
• very nice, relaxed customer base
• a varied activity in a dedicated team
• an inspiring working environment of enthusiastic food producers, tradesmen and dealers
• You work with us on the most important topics of our time: regionality, marketing of ecological products and crafts in food production
• pleasant working environment, flat hierarchies, dynamic company",On-site,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Auslieferungsfahrer-in-mit-Fuhrpark-Erfahrung-Kreuzberg-Berlin-Deutschland-Markthalle-Neun-GmbH--13305300-inline.html,Job-14,Rule_title,Yes,Direct Employer,4711,Medium,47
"Koch (m/w/d), Berlin",Personal Service Workers (ISCO 51),5120.0,512.0,51.0,Cooks,Berlin,Berlin,INDEPENDENT LIVING Stiftung,Residential care activities,2026-06-13 00:00:00,Full-time,,"- organization, preparation and issue of breakfast, lunch and vespers in the context of a fresh kitchen in cooperation with the kitchen team - assumption of overall responsibility for the kitchen - creation of meal plans - ordering of goods, checking of receipt of goods - implementation and documentation of food hygiene - regulation (HACCP) - changing operations in our 5 Daycare centers in Berlin Lichtenberg & Berlin Friedrichshain","- professional training as a cook or several years of professional experience in the kitchen sector - flexibility and motivation for work - team spirit, commitment, reliability, care, independent work - interest in an activity in the environment with children - independent work, good communication skills - very good knowledge of quality and hygiene standards according to HACCP - English Language level B1","- comprehensive training and planning of your assignments - a safe workplace with development prospects - working time: 7 hours per day, 35 hours per week, no holiday & weekend work - high-quality work clothing - the opportunity to bring your personal strengths and work in a team - the possibility of common, regular exchange in Meetings - Occupational pension provision in the form of a salary conversion - up to 30 days of leave - benefit-oriented compensation - Christmas and New Year's Eve free Start: from now on",On-site,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Koch-m-w-d-Berlin-INDEPENDENT-LIVING-Stiftung--14020044-inline.html,Job-15,Rule_title,No,Direct Employer,8790,Medium,87
"Account Manager, Berlin",Business & Administration Associates (ISCO 33),3322.0,332.0,33.0,Commercial sales representatives,Berlin,Berlin,Terra One Climate Solutions GmbH,"Electricity, gas, steam and air conditioning supply",2026-06-13 00:00:00,Full-time,,"• Control and conversion of a predominantly inbound-powered B2B pipeline from first contact to signed LOI
• Qualification of incoming leads from IPPs, independent asset owners and civil energy cooperatives (10 MW+) and selective use of your existing network for additional opportunities
• Maintaining a structured CRM system and creating reliable city center
• Clear communication of the commercial added value of our storage and direct marketing solutions based on existing business cases and performance assumptions
• Close coordination with internal technical and trading teams to ensure feasibility and alignment
• Maintenance and further development of long-term commercial customer relations
• Identification of upselling and expansion potentials across additional assets","• 2-3+ years of B2B distribution in the field of renewable energy or energy-related infrastructure, with touch points to utility scale PV and wind
• Proven experience in negotiation and the conclusion of complex commercial contracts
• A sound understanding of the economic mechanisms of renewable assets and relevant stakeholder structures
• Structured, independent and performance-oriented working methods
• Negotiable German knowledge (C1+) and very good English knowledge
• Experience in direct marketing
• Contact points with battery storage or hybrid projects
• Well-founded experience in the PV or wind environment (utility scale desirable)","• A responsible role with a high learning curve
• Insights into a growing climate technology company
• Modern office with roof terrace and in-house cook
• Free snacks & drinks
• An international, dedicated team with a clear mission
• Flexible remote work options
• Support in the development of technical skills
• Gym membership
• Germanyticket",Remote,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Account-Manager-Berlin-Terra-One-Climate-Solutions-GmbH--14014377-inline.html,Job-16,Rule_title,Yes,Direct Employer,3510,Medium,35
"Training as chef (m/w/d) from 01.08., SO/ Berlin - Das Stue",Personal Service Workers (ISCO 51),5120.0,512.0,51.0,Cooks,Berlin,SO/ Berlin - Das Stue,Hotel Drakestraße Betriebsgesellschaft mbH Das Stue,Accommodation,2026-06-13 00:00:00,Full-time,,"• Preparation and preparation of food
• Application of basic working techniques in the kitchen
• Create menus
• Ensuring flows of goods and cost and price calculation
• Product and quality control
• Learn all kitchen posts
• Planning, performing and controlling workflows
• comply with hygiene requirements","• Fun with good food
• Flexibility
• Teamwork and organisational skills
• A sales-oriented approach
• Structured working methods, as well as a pronounced ""hands on"" mentality
• Quality awareness
• Flowing German and English skills","• BVG grant: We support your mobility with 30 € travel cost grant to the Deutschlandticket.
• Edenred Card: From your third month on, you will receive a Edenred Card, which will be charged with 50 € tax-free monthly
• Nilo App
• Workshops and exchange groups on exciting topics such as stress management, sleep, relaxation and diversity.
• Personal 1:1 conversations with coaches, therapists or psychologists - absolutely confidential and discreet.
• Holmes Place: Flexible memberships that you can easily borrow from the reception.
• Inhouse Experience: After the rehearsal period we invite you to an overnight stay including dinner in our house
• Free personnel catering - we also take over the control
• Free cleaning of your uniform - you don't need to worry about anything.
• Discounts in the Accor and Ennismore Group for restaurants and overnight stays worldwide.
• 50% discount on spa treatments and friends & family rates in our hotel
• An unforgettable annual staff celebration
• Access to countless discounts via our Corporate Benefits platform",On-site,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Ausbildung-zum-Koch-Koechin-m-w-d-ab-01-08-SO-Berlin-Das-Stue-Hotel-Drakestrasse-Betriebsgesellschaft-mbH-Das-Stue--13887472-inline.html,Job-17,Rule_title,No,Recruitment Agency,5510,High,55
"Allrounder/in wanted: Delivery, picking and goods acceptance, Kreuzberg","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,,Kreuzberg,Markthalle Neun GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-13 00:00:00,Part-time,,"• Delivery and collection of temperature controlled goods
• Cleaning and maintenance of the fleet
• competent and friendly delivery of our customers
• Loading and unloading of temperature-controlled goods
• Detailed goods receipt control (quantity, quality, labelling according to organic guidelines)
• Picking (composition / packaging of the goods in our cold store)
• Perform cleaning lists and temperature controls
• Warehousing management (order, inventory monitoring, inventory)
• Quality assurance of fresh products (fruit and vegetables)","• You have a driving licence class B up to 3.5t and experience/enthusiasm for driving and handling the transporter
• Passion and understanding for artisanal and ecological food
• Enjoy direct contact with customers, producers and producers
• Experience in business processes
• independent and self-responsible work
• You are reliable, team-oriented, ambitious, responsible
• for contact with our customers you bring with you good knowledge of the German and English language","• attractive hourly wage
• Future-oriented, growing company
• very nice, relaxed customer base
• a varied activity in a dedicated team
• an inspiring working environment of enthusiastic food producers, tradesmen and dealers
• You work with us on the most important topics of our time: regionality, marketing of ecological products and crafts in food production
• pleasant working environment, flat hierarchies, dynamic company",On-site,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Allrounder-in-gesucht-Auslieferung-Kommissionierung-und-Warenannahme-Kreuzberg-Berlin-Deutschland-Markthalle-Neun-GmbH--13305299-inline.html,Job-18,Rule_title,Yes,Direct Employer,4711,Medium,47
"Farm manager:in (w/m/d), Berlin",Hospitality Retail & Other Service Managers (ISCO 14),1412.0,141.0,14.0,Restaurant managers,Berlin,Berlin,RGP Verpflegungsmanagement GmbH & Co.KG für das Gesundheitswesen,Food and beverage service activities,2026-06-13 00:00:00,Full-time,,"• Food Management / Food Management
• Employee coaching / Food coaching
• Analysis and consulting / Food Consulting
• Kitchen planning / Kitchen planning
• Quality/process management/purchase optimization","• Calculation and budget security
• Management experience in the hotel industry/community catering
• safe appearance, independent work and leadership
• Leadership and motivational skills
• Creativity and simultaneous stress
• well-founded computer skills","In addition to a thorough training, we offer you regulated working hours, flat hierarchies, a salary appropriate to the activity, a company car, Christmas gratification, monthly benefit premium and accommodation on site.",On-site,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Betriebsleiter-in-w-m-d-Berlin-RGP-Verpflegungsmanagement-GmbH-Co-KG-fuer-das-Gesundheitswesen--13730095-inline.html,Job-19,Rule_title,Yes,Direct Employer,5629,High,56
"Key Account Manager LEH & Drugstore (m/w/d) in full time, Krailling",Business & Administration Associates (ISCO 33),3322.0,332.0,33.0,Commercial sales representatives,Bavaria,Krailling,jufico GmbH,"Wholesale trade, except of motor vehicles and motorcycles",2026-06-15 00:00:00,Full-time,,"• You build trusting, partner-based customer relationships with the decision-makers
• You analyze development potential and guide appropriate strategies and measures
• You negotiate the product range and implement the marketing strategies
• You are responsible for the sales, sales, promotion and budget planning for your customers
• You conduct annual talks and price negotiations independently
• You keep your goals in view by analyzing relevant customer and market indicators
• By close exchange with other departments (internal service, purchasing, marketing) you will find the best solutions for your customers, even if not everything is according to plan
• You can also bring your expertise to general sales projects","• You have successfully completed your business studies or have a comparable commercial training
• You have already gained several years of experience in key account management, ideally in the food industry / FMCG environment
• You are a winning, assertive personality with a sympathetic appearance
• You are very customer-oriented, flexible and problem-solving
• You think and act entrepreneurially, and you have proven negotiating skills
• You have strong analytical skills and are safe in dealing with MS Office
• You like to take responsibility and be dynamic. It motivates you that your work directly affects the company's success and you can move something.
• You are a team player and are enthusiastic about the target group children and parents
• You have table kicker skills (no must-have, but a great opportunity to come together interdisciplinary and deepen your team player skills)","• Responsible and varied tasks with plenty of room for design
• Owner-managed enterprise with innovative thinking
• Flat hierarchies, short decision-making paths and an open corporate culture
• Good development and training opportunities
• Family atmosphere, regulated working hours and a green workplace
• Regular team and company events
• Flexible home office model: Balance of home office and office
• 30 days annual leave
• Free drinks and organic fruit/vegetable basket for all
• Monthly product package from our range
• Health Benefit: EGYM Wellpass Subsidised Membership",Remote,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Key-Account-Manager-LEH-Drogerie-m-w-d-in-Vollzeit-Krailling-jufico-GmbH--14154490-inline.html,Job-20,Rule_title,Yes,Direct Employer,4630,Medium,46
"Station chef (m/w/d), Munich",Personal Service Workers (ISCO 51),5120.0,512.0,51.0,Cooks,Bavaria,München,Park Café München,Food and beverage service activities,2026-06-15 00:00:00,Full-time,,- Prepare the fresh food - likes to be passionate about sweets and baked goods - comply with all hygiene & food standards - work in the team,completed professional training as cook/cooker alternatively some years of experience as kitchen assistant team spirit and motivation to do something special every day,"- a highly professional team - all the advantages of a large, modern company - NO PARTICIENCY - high technical standard and top equipped workrooms and warehouses - regular training and support in personal development - a workplace in the middle of Munich, urban and yet in the middle of the countryside - optimal transport connection (5 minutes to central station, Stachus, ==References==",On-site,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Stationskoch-m-w-d-Muenchen-Park-Cafe-Muenchen--7223837-inline.html,Job-21,Gemini,No,Direct Employer,5610,Medium,56
"Koch (m/w/d), Munich",Personal Service Workers (ISCO 51),5120.0,512.0,51.0,Cooks,Bavaria,München,Aparthotel WunderLocke,Accommodation,2026-06-14 00:00:00,Part-time,,"• You are flexible and able to deal with unexpected situations and adapt to them as needed.
• Effective communication with colleagues, guests and management is a matter of course for you.","• Ambition and the courage to develop in person
• To act confidently, trust in your experience and take the right risks to solve any problem
• Solid time management, impeccable planning & organization
• Creativity, flexibility and the habit of looking beyond the box
• German in Word & Font","• Public transport subsidy (max. 61% from the DeutschlandTicket)
• Corporate Benefits Programme
• An international environment with many opportunities for further development for you personally and your career
• edyn Mates advice for your friends and family in all edyn locations
• Company-wide and personal bonus program",On-site,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Koch-m-w-d-Muenchen-Aparthotel-WunderLocke--12558207-inline.html,Job-22,Rule_title,No,Direct Employer,5510,High,55
"Working student in graphic design, Munich",Science & Engineering Professionals (ISCO 21),2166.0,216.0,21.0,Graphic and multimedia designers,Bavaria,Munich,HappyBrush GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-14 00:00:00,Full-time,,"• Design and Conception: You support our design team in developing creative digital image worlds and help design innovative designs for our online platforms.
• Content creation: You help create content for our digital channels - from websites and landing pages to newsletters to social media posts and stories.
• Paid Social Expertise: You support in creating promotional materials for paid social media campaigns (Facebook, Instagram, TikTok & Co.) and bring your know-how into the creatives' implementation.
• Animations and videos: You will be involved in creating animated content and short videos that will bring our brand message to life and inspire our community.
• Allround talent: If necessary, you can also support print projects, key visuals, icons, packaging and other versatile design tasks, thus gaining experience in different design areas.","• You study graphic design, communication design, digital media or comparable
• You have creative vibes and want to make a difference
• You can create clean and fresh designs that stand out
• You can handle Adobe Creative Suite safely
• You can show the first work samples you send us directly with your application
• Current trends and appealing design fascinate you
• A high quality standard and a strong sense of aesthetics distinguish you
• You have two effective work modes: individual work and teamwork
• You have very good knowledge of German and English in word and writing","• Construct & grow: Bring your ideas in, take responsibility and change the market with us.
• Team moments in a dynamic and innovative environment in Munich - for a real cooperation. #pasta parties with star chef Janina included.
• Stay flexible with flexible working hours, trust time, home office & remote work. Because compatibility is important to us.
• Mobile & on the go with the Germanyticket, which you can of course also use privately.
• Stay connectet: Be part of the impact startup industry and exchange ideas with people who want to make a difference.
• Power Days for all menstrual people. Because we find that needs should be taken seriously.
• And the good old Classics: drinks, coffee, fresh fruit, kicker, table tennis - yes, we have everything there.",Remote,Hospitality & Food Services,2026-06-15,https://www.stepstone.de/stellenangebote--Werkstudentin-Grafikdesign-Munich-HappyBrush-GmbH--13960877-inline.html,Job-23,Rule_title,Yes,Direct Employer,4773,Medium,47
